"ID","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","Class"
"CHEMBL2158836",5.244500000000006,132.4188,205.7815254959718,53.010000000000005,491.4590000000003,490.17899824399996,5,1,8,1,4,0,7,33,65,1,0,4,2,2,2,0,2,2,2,0,0,0.5,20.347844978434328,12.5812242296752,10.031235971118997,7.630678722810051,5.262673546442941,11.825295283656747,9.216835717637787,6.891649444072034,4.97459329706059,-1.7899999999999996,24.338234477953588,11.565005359200113,6.857515144869932,"active"
"CHEMBL2171015",3.975800000000002,129.108,204.33848098723755,78.95,512.4590000000001,511.10993270399996,7,1,6,1,5,1,10,33,60,0,0,4,2,2,2,0,2,2,2,0,0,0.43478260869565216,20.450309003690965,13.242759552993535,10.846619599039839,8.435170249952128,5.8400581246079675,11.046767278174439,8.36156474117606,6.207807522907567,4.379206145480291,-1.8399999999999994,24.28982575454261,10.611642930773197,6.189771635949242,"active"
"CHEMBL2171022",4.6048000000000044,130.1833,208.69165071112585,79.31,507.4140000000003,506.13752735599996,7,1,7,1,5,1,9,34,62,0,0,4,2,2,2,0,2,2,2,0,0,0.44,20.302534239796255,12.241038573467439,9.477113870377382,7.120809660154168,4.870120958753741,11.485109627448985,8.662713616896172,6.381780381416151,4.58204070937139,-2.479999999999999,24.63846760539173,11.29732574221694,6.344285842319665,"active"
"CHEMBL2171039",5.052900000000005,133.44949999999994,214.50636970349075,78.95,546.9040000000001,545.070960352,7,1,5,1,5,2,11,34,60,0,0,4,2,2,2,0,2,2,2,0,0,0.43478260869565216,21.50685215352902,13.76462960511465,11.360813500742637,8.84537135736199,6.212571504343495,11.147572938492575,8.488388994274889,6.286325257482578,4.432623068984804,-1.709999999999999,25.384923244965147,10.912863215413934,6.095996085985211,"inactive"
"CHEMBL2171215",4.540600000000004,133.87749999999994,210.56804559100567,78.95,526.4860000000001,525.125582768,7,1,6,1,5,2,10,34,63,0,0,4,2,2,2,0,2,2,2,0,0,0.4583333333333333,21.157415784877514,13.88822258761606,11.33590958157924,8.318833831219754,5.949477640838339,11.48002841527745,8.799214296064156,6.3808067312405505,4.562794611031616,-1.9999999999999991,25.103673469387754,11.16,6.780435366836872,"inactive"
"CHEMBL21731",4.211400000000004,87.90170000000006,126.94623411728348,12.03,277.41100000000006,277.183049736,1,1,4,1,1,0,1,21,44,0,0,5,2,0,3,0,0,0,2,0,3,0.4,12.731686328639373,8.20095926981256,6.554975452027931,5.593670330364824,4.7183355274118455,8.20095926981256,6.554975452027931,5.593670330364824,4.7183355274118455,-1.5999999999999996,13.090051020408161,4.993710782028756,1.8023658294971152,"active"
"CHEMBL2179217",4.354820000000004,121.40450000000006,181.99028272916448,63.57,447.9880000000001,447.138340372,6,1,5,1,6,0,8,30,56,0,0,4,3,1,1,1,1,1,2,0,0,0.36363636363636365,18.925039631073975,11.770803546983894,10.109788024790593,7.642474644819206,5.597924963909891,9.952775745174026,7.85842234735832,5.737719214691459,3.9768640899016106,-2.2199999999999993,21.028880630570725,8.133097220742174,3.8914950941132016,"inactive"
"CHEMBL2207286",2.7193000000000014,150.33349999999982,236.06600299505982,132.04,597.5210000000003,596.1263110400001,10,3,9,3,7,1,13,39,69,1,0,4,3,1,1,1,1,1,2,0,0,0.38461538461538464,23.814207058092062,14.533337052181068,12.55010863852535,9.142359270092363,5.635590181509522,12.337344777361974,9.583874441256574,6.592244241860936,4.419081553239117,-2.6699999999999995,29.316004515373148,12.237911026867033,6.916371776211747,"inactive"
"CHEMBL2207635",3.6145000000000023,109.47080000000003,160.5008263811173,35.94,362.47300000000007,362.199428072,4,1,5,1,4,0,4,27,53,0,0,4,1,1,3,0,1,1,1,0,2,0.30434782608695654,15.766032455979285,9.50583675163556,7.026007007877569,5.440986582818683,4.013560364325988,9.50583675163556,7.026007007877569,5.440986582818683,4.013560364325988,-2.559999999999999,17.833976999379512,7.987972379621039,3.6355568176358215,"inactive"
"CHEMBL2207654",2.8634000000000004,152.8364999999997,241.4251139559272,132.03999999999996,609.5320000000004,608.1263110400001,10,3,9,3,7,1,13,40,70,1,0,5,3,2,2,1,2,2,2,0,0,0.4074074074074074,23.935527401651704,15.271365393214825,12.806420381099754,9.900141477780542,6.716835336857505,13.075373118395733,10.054085147676878,7.266475332446111,4.884905860360721,-2.669999999999999,28.844165256140656,12.056097272724296,6.2949125281618885,"inactive"
"CHEMBL2207658",3.3694000000000015,108.48170000000002,186.0114848844635,90.48,481.30200000000025,480.094280552,7,3,7,3,5,1,12,31,52,1,0,3,2,1,1,1,1,1,1,0,0,0.47368421052631576,17.76655992676769,10.30081715604947,8.017263288868865,5.588137246502537,3.5878544080136354,9.544888210031017,7.202863035387653,4.84910796776452,3.299774158631286,-2.0099999999999993,23.64889536861499,10.073413957639744,6.486177099331129,"inactive"
"CHEMBL2207662",3.334600000000001,116.9567,196.99539299508825,94.66,508.3240000000003,507.09394620399996,7,3,7,3,5,1,12,33,55,1,0,3,2,1,1,1,1,1,1,0,0,0.42857142857142855,18.80494489092122,10.885077974971072,8.494354686671072,5.909034975455339,3.802676194362387,10.129149028952618,7.67995443318986,5.170005696717322,3.5145959449800377,-2.2699999999999996,25.354810443920382,10.771676263256955,7.1034459657167925,"inactive"
"CHEMBL2207663",2.9896200000000004,116.68370000000006,193.05706888260323,94.66,487.9060000000002,487.14856862,7,3,7,3,5,1,11,33,58,1,0,3,2,1,1,1,1,1,1,0,0,0.45454545454545453,18.67105147189354,10.818131265457232,8.450294054170248,5.641900959238457,3.9232425852905974,10.440166792448005,8.013858273698265,5.406803856450719,3.6965850887787317,-2.5599999999999996,25.07024443495039,10.580535022138557,6.958762422014737,"active"
"CHEMBL2207664",3.643020000000001,121.69370000000005,203.3603351094849,94.66,522.3510000000002,521.109596268,7,3,7,3,5,1,12,34,58,1,0,3,2,1,1,1,1,1,1,0,0,0.45454545454545453,19.727594621731594,11.307727705781447,8.873707914528135,6.433864772726951,4.0944018525719725,10.551798759762994,8.088543314778303,5.5546692854443265,3.6792129800411977,-2.2699999999999996,26.33676995048575,10.982860318027825,6.65364458992245,"active"
"CHEMBL2207666",3.469000000000001,129.4607,200.81550920364816,94.66,490.3870000000003,489.12221164,7,3,7,3,5,1,9,33,58,1,0,4,3,1,1,1,1,1,2,0,0,0.3333333333333333,19.40310227946242,11.56813126545723,8.949040072839727,6.48872923453089,4.3057854162598,10.812202319438777,8.134639819358517,5.749699955792873,4.017705166877451,-2.579999999999999,23.57391185789479,10.567389525585146,5.863513711794913,"inactive"
"CHEMBL2207670",2.0907800000000005,142.27549999999982,224.26010526881504,152.58999999999997,559.0440000000004,558.133983264,10,3,8,3,8,1,12,38,65,1,0,4,3,1,1,1,1,1,2,0,0,0.34615384615384615,22.180313639064384,14.222592263303712,11.669088265519804,7.834704527381592,5.248048916930924,11.95321625223623,9.246152564036354,6.411756924956799,4.388096944602523,-3.4299999999999997,27.60067300722796,11.53203800040602,6.518185074635379,"inactive"
"CHEMBL2207671",2.8725000000000014,142.5704999999998,223.80584969983136,128.79999999999998,568.4790000000003,567.0997619439999,9,3,8,3,7,1,12,37,64,1,0,4,3,1,1,1,1,1,2,0,0,0.36,22.36699346259211,14.315932175067575,11.898747489458316,8.09108853675699,5.21369145558268,11.668591690990866,9.06861166123426,6.2418206640824785,4.278448644596835,-2.6299999999999994,27.40600608055656,11.404928276843428,6.824044575773694,"inactive"
"CHEMBL2207672",3.1809200000000013,147.30749999999986,230.17079181422798,128.79999999999998,582.5060000000001,581.1154120079999,9,3,8,3,7,1,12,38,67,1,0,4,3,1,1,1,1,1,2,0,0,0.38461538461538464,23.289643193402476,14.738581905877949,12.278100717315382,8.6159183340286,5.505417113792264,12.091241421801238,9.477200542822706,6.6264842528094805,4.443065679657995,-2.63,28.37987809939963,11.628461134508195,6.49538005347754,"inactive"
"CHEMBL2208417",3.8589800000000034,115.42250000000003,181.3486742867442,68.52000000000001,434.36700000000025,433.1323824,5,2,8,2,5,0,7,29,54,1,0,3,2,1,1,0,1,1,2,0,0,0.4090909090909091,17.66357580603157,10.495357838797398,8.122539763142697,5.784753631659286,3.691819967828538,9.739428892778943,7.308139509661485,5.045724352921271,3.37113158378388,-1.8099999999999998,21.888299090869722,10.820349939685109,6.881882930685451,"inactive"
"CHEMBL2208418",4.597000000000004,123.88550000000004,190.13282827397205,57.620000000000005,466.43400000000025,465.1044534,5,2,8,2,6,0,8,30,55,1,0,4,3,1,1,1,1,1,2,0,0,0.4090909090909091,18.88832067742316,11.739702612093568,9.354596985238544,6.895815299083033,4.696843213841528,10.104120854820218,7.653849555056481,5.365044262668372,3.6706375181510924,-1.4100000000000001,21.80812383076496,10.266316219232149,5.8429574072485115,"inactive"
"CHEMBL2208421",4.998400000000005,116.27680000000004,180.27794556214297,41.93000000000001,442.40800000000013,441.09322002,4,1,8,1,5,0,7,28,53,1,0,3,2,1,1,0,1,1,2,0,0,0.42857142857142855,18.142248591200516,11.063766526242787,8.745357103075124,6.558694647398958,4.339059454338887,9.322239020570844,6.837543860874733,4.680958016079727,3.1864534279334076,-1.11,21.595328731066058,10.604884853343169,6.4609552142859314,"inactive"
"CHEMBL2208424",4.538280000000004,113.82780000000002,180.91235733264304,65.72,435.3510000000001,434.116397988,5,1,8,1,5,0,7,29,53,1,0,3,2,1,1,0,1,1,2,0,0,0.4090909090909091,17.571824096495433,10.439402328643485,7.942303988708035,5.651522457717407,3.5442040843880744,9.683473382625028,7.127903735226823,4.912493178979392,3.256123835005725,-1.97,21.732030719050186,10.70529808987601,6.795661722429696,"active"
"CHEMBL2208426",3.092500000000001,122.32080000000003,195.38337835751736,95.94,507.46100000000035,506.05036922799997,7,2,8,2,7,1,11,31,55,1,0,3,2,1,1,1,1,1,1,0,0,0.45,20.02878950514058,13.18185236284798,11.589181965469534,8.509115449725364,5.385926950186403,9.718015297843543,7.448428919719438,4.866194737485497,3.253996867313108,-1.3599999999999994,24.285736405612447,10.50407513436328,7.064215125444799,"active"
"CHEMBL2208427",3.218300000000002,122.29840000000002,191.57105263183885,97.05,468.3810000000002,467.137861704,7,4,8,3,6,1,9,31,58,1,0,3,2,1,1,0,1,1,2,0,0,0.4090909090909091,18.82575201027279,10.84838802384924,8.328711294932221,5.930307681923076,3.7679432747073762,10.092459077830787,7.514311041451011,5.191278403185059,3.479863025325027,-2.1899999999999995,23.472634667293683,10.906971069016844,6.642700364850453,"inactive"
"CHEMBL2208431",2.8640000000000008,127.25570000000003,200.00361075299938,107.54999999999998,491.37500000000034,490.11746060799993,8,3,7,3,6,1,10,33,57,1,0,4,3,1,1,1,1,1,2,0,0,0.34782608695652173,19.27296560577275,11.437994591767563,8.81890339915006,6.345779081086866,4.185045898172288,10.682065645749109,8.00450314566885,5.606749802348849,3.89696564878994,-2.649999999999999,23.506243467471663,10.52141777123111,5.833022246665458,"inactive"
"CHEMBL22108",4.146700000000004,92.88900000000005,133.05702382056688,16.130000000000003,292.426,292.193948768,2,0,5,0,2,0,2,22,46,1,1,3,2,0,1,1,0,0,1,0,1,0.35,13.711899957266194,8.023846758457404,6.3807190833830525,4.5175008306544955,3.353836431232817,8.023846758457404,6.3807190833830525,4.5175008306544955,3.353836431232817,-1.9299999999999995,14.98456335435568,6.450367990756464,2.97495342380739,"active"
"CHEMBL2323582",5.788740000000006,134.83939999999998,200.82674919144011,20.41,465.39700000000016,465.27629954800005,4,0,6,0,3,0,7,34,68,0,0,5,2,1,3,1,1,3,1,0,0,0.4444444444444444,20.704124156801957,12.514811072268651,9.966683614854462,7.413602708786323,5.951124665666568,12.514811072268651,9.966683614854462,7.413602708786323,5.951124665666568,-2.665064935064935,23.094381898468995,8.842091958576853,3.8381204431932803,"inactive"
"CHEMBL241329",3.836520000000003,107.36020000000003,165.23976470718804,54.46,387.91100000000006,387.17135475199996,5,1,6,1,4,1,6,27,53,0,0,3,2,1,1,1,1,1,1,0,0,0.42857142857142855,16.628909762401992,9.78751750951155,7.379836758371216,5.07383494961342,3.525811175215041,9.409553036502324,6.97263663163061,4.761586171844636,3.3537081512621736,-2.1099999999999994,19.646065681416836,9.197936873715026,5.435901235870536,"inactive"
"CHEMBL2429890",2.651300000000001,80.34670000000004,129.91761632809929,30.49,295.382,295.15722891200005,3,1,3,1,3,0,3,22,43,9,8,7,1,5,6,0,0,1,1,5,5,0.6842105263157895,12.573126935949428,9.019074175669555,8.53052196600104,8.30203437141242,8.03204116251653,9.019074175669555,8.53052196600104,8.30203437141242,8.03204116251653,-1.2199999999999998,11.336447272356118,3.4789587923371488,1.0616666608250387,"inactive"
"CHEMBL2441619",2.9716200000000006,76.56470000000002,120.32283922761923,28.160000000000004,295.30799999999994,295.129632172,3,1,1,1,3,0,6,21,37,0,0,3,2,1,1,1,1,1,1,0,0,0.4,11.666148811532292,6.892713556886212,5.28203239870158,3.6904687558484275,2.634418621663887,6.892713556886212,5.28203239870158,3.6904687558484275,2.634418621663887,-1.82,14.13137590382717,5.181650520050941,2.8065851881397745,"inactive"
"CHEMBL24665",2.596700000000001,61.78410000000001,101.84862897650305,54.7,255.24299999999997,255.098332044,3,3,3,2,2,0,6,18,30,0,0,2,2,0,0,1,0,0,1,0,0,0.25,9.45942219203849,5.42467946030648,3.857661600854735,2.4947226086882113,1.6264786488621832,5.42467946030648,3.857661600854735,2.4947226086882113,1.6264786488621832,-1.82,12.632105420792783,4.8140742208126905,2.7043853863784375,"inactive"
"CHEMBL255566",7.122920000000006,166.07499999999956,247.45833489380934,72.87,619.6329999999999,618.17764284,7,0,6,0,8,0,9,40,75,0,0,6,5,0,1,3,0,1,2,0,0,0.41935483870967744,26.194084830422717,15.692535500311786,13.534310340992725,9.575248808835324,6.965460002832739,13.913938671100949,11.67924027470659,7.630003246756994,5.393824394179872,-2.7499999999999996,27.42135254367844,10.911387757573923,5.309466009678274,"inactive"
"CHEMBL256477",5.3708200000000055,155.75799999999967,227.81910138570885,64.66,525.7260000000002,525.26746512,7,0,7,0,8,0,8,38,73,0,0,6,5,0,1,3,0,1,2,0,0,0.4,23.553546173711055,14.587530740255366,11.357739538447603,8.88108014432695,6.496469134497245,13.601932180601876,10.295667741718818,7.774571037907686,5.661780537710329,-3.229999999999999,25.07007481413906,10.499595352563757,4.713395036652327,"inactive"
"CHEMBL257536",2.692420000000001,120.99270000000006,190.09702437458733,98.31,454.55600000000027,454.178709692,9,1,6,1,9,1,10,32,58,0,0,5,3,0,2,2,0,2,1,0,0,0.45454545454545453,19.074462777344227,11.802638152372955,9.191749161335965,7.069261196108719,5.012575503849007,10.817039592719468,8.129677364607181,5.96275208968946,4.177886907062095,-2.85,21.019786085915975,8.950050465348744,4.242809408973968,"inactive"
"CHEMBL257946",5.3713400000000044,144.41199999999984,214.44731725074743,72.87,498.6560000000004,498.22018058000003,7,0,6,0,8,0,8,36,66,0,0,6,5,0,1,3,0,1,2,0,0,0.35714285714285715,21.807474087488416,13.542748506292591,10.680880114449486,8.270531546426781,5.963109511839245,12.557149946639106,9.618808317720703,7.164022440007525,5.128420915052335,-3.2299999999999995,23.185523244553433,9.670989646344884,4.395046502957455,"active"
"CHEMBL258930",2.7300000000000004,88.06170000000004,135.9219276914075,39.72,311.381,311.152143532,4,1,4,1,4,0,4,23,44,2,0,4,2,1,2,0,1,2,2,0,0,0.3684210526315789,13.033781469220589,8.202620548995602,5.905360399515346,4.354252534611032,3.1960633475043676,8.202620548995602,5.905360399515346,4.354252534611032,3.1960633475043676,-2.0399999999999996,14.545837274701016,6.604847535111699,3.047987359500561,"active"
"CHEMBL259765",2.942800000000001,85.37270000000005,134.72835213346633,39.72,317.35999999999996,317.14272172,4,1,5,1,4,0,5,23,43,2,0,3,2,1,1,0,1,1,2,0,0,0.3333333333333333,12.99753237985672,7.651639486632285,5.357683083741353,3.8016741144410204,2.6570240373145193,7.651639486632285,5.357683083741353,3.8016741144410204,2.6570240373145193,-2.11,15.773076907221103,7.438114892168989,3.807336331912095,"active"
"CHEMBL260823",3.587600000000002,83.83070000000004,133.55313101644452,30.49,321.779,321.09318468400005,3,1,4,1,3,0,5,22,39,2,0,3,2,1,1,0,1,1,2,0,0,0.29411764705882354,12.72317750842054,7.606213760450332,5.544445925806607,3.8652974625884284,2.7007933317264086,7.228249287441105,5.137245799066001,3.5699278973713913,2.4890223287958118,-1.6199999999999992,15.282399930999292,7.093641688491745,3.580087388034082,"active"
"CHEMBL264418",3.0733000000000015,78.77870000000003,127.4154001924891,30.49,305.32399999999996,305.12273522400005,3,1,4,1,3,0,5,22,39,2,0,3,2,1,1,0,1,1,2,0,0,0.29411764705882354,11.967248562402084,7.2342323515848115,5.114456001100424,3.5921659027089103,2.4932683148966266,7.2342323515848115,5.114456001100424,3.5921659027089103,2.4932683148966266,-1.9799999999999998,14.936555917706716,6.853283695835021,3.259265424758884,"active"
"CHEMBL272480",4.507320000000004,147.9054999999998,221.4457280137307,67.15,512.6830000000003,512.2358306440001,7,0,6,0,7,1,8,37,69,0,0,6,4,0,2,2,0,2,2,0,0,0.3793103448275862,22.514580868674962,13.977169072567607,11.235098263896438,8.708070561615335,6.374514678821594,12.99157051291412,10.173026467167654,7.601561455196077,5.539826082034678,-3.2299999999999995,24.126389862664343,9.910741209949899,4.64027199917013,"inactive"
"CHEMBL273170",2.6038000000000006,59.29510000000001,91.91200612940177,50.41,230.09799999999996,229.01735264799999,3,3,0,2,3,0,5,14,23,1,1,2,1,0,1,0,0,1,1,0,0,0.2222222222222222,9.024401510313826,4.935166290024664,3.9424025596016845,2.966842655804839,2.0098368472424157,4.179237344006209,3.1572379598518507,2.147940085680204,1.5215730549151034,-0.9300000000000002,9.6183800411083,3.3317579343742882,1.4246944639013186,"inactive"
"CHEMBL285802",4.880900000000004,94.39400000000005,140.28247097818436,12.47,331.8680000000001,331.07976287599996,2,0,4,0,3,0,4,22,40,0,0,3,2,0,1,0,0,1,2,0,0,0.2222222222222222,14.247115892273197,8.387880227840768,6.960908231201302,4.831361118218144,3.4775318355703133,7.193419173903813,5.44069549424249,3.4286566196178123,2.271521222692058,-1.4199999999999995,15.47472251402552,6.777661196811701,3.4870595633885317,"active"
"CHEMBL295001",4.184180000000004,131.5084,217.86362934734467,85.23,528.5500000000004,528.214839016,6,2,7,2,4,2,10,38,66,1,0,4,2,1,2,0,1,2,2,0,0,0.39285714285714285,20.921087797784317,12.462347197734566,9.78628105524335,7.366567370088177,5.295598419981254,12.462347197734566,9.78628105524335,7.366567370088177,5.295598419981254,-3.71,27.328154776968237,11.35420432477879,5.72820371505069,"inactive"
"CHEMBL296419",5.351300000000005,135.01769999999996,199.7334603142011,42.32,458.58100000000013,458.24818983200004,5,1,8,1,5,0,6,34,65,0,0,5,4,1,1,1,1,1,3,0,0,0.32142857142857145,19.58315451774394,11.993056103258226,8.995062504246992,6.705056940754931,4.681030656618682,11.993056103258226,8.995062504246992,6.705056940754931,4.681030656618682,-3.379999999999999,22.41409290135601,10.263474414616766,5.228571731545638,"active"
"CHEMBL302196",1.5395999999999996,100.27790000000006,154.82507788100492,75.87,359.4700000000002,359.220891788,6,2,8,1,5,1,6,26,55,1,0,3,1,2,2,0,1,1,1,1,1,0.6,15.524584977397819,9.581690855811004,7.320518710822702,5.04787439241342,3.2546757558263906,9.581690855811004,7.320518710822702,5.04787439241342,3.2546757558263906,-1.9199999999999997,18.858750611615044,8.643723875497173,5.049601549402013,"inactive"
"CHEMBL305313",3.3785000000000025,105.35050000000005,161.27990264924068,59.080000000000005,374.48100000000017,374.22055744,6,0,8,0,5,1,6,27,57,0,0,2,1,1,1,0,1,1,1,0,0,0.5238095238095238,16.57102594829588,9.554416733373612,6.839940271538361,4.344313352473885,2.9079400827540165,9.554416733373612,6.839940271538361,4.344313352473885,2.9079400827540165,-2.3399999999999994,20.96569428505992,10.722753641761713,7.057099246774587,"inactive"
"CHEMBL305660",7.217600000000008,143.9804999999998,210.68385097940225,29.540000000000003,469.6690000000001,469.298079488,3,0,9,0,3,0,3,35,74,0,0,4,3,1,1,0,1,1,3,0,0,0.40625,21.45106195176754,13.014346614875945,10.73256931483735,7.018862944602727,4.830338944867121,13.014346614875945,10.73256931483735,7.018862944602727,4.830338944867121,-2.749999999999999,25.346121925456465,11.789307892499163,7.126718034152437,"inactive"
"CHEMBL3094215",3.7520000000000024,103.41700000000007,152.88619605916864,15.71,342.52700000000016,342.26711370799995,3,0,7,0,3,0,3,25,59,0,0,4,1,2,3,0,1,2,1,1,1,0.7272727272727273,15.718678276020501,10.560051400218493,8.278816552306195,6.121881379322759,4.346956609048485,10.560051400218493,8.278816552306195,6.121881379322759,4.346956609048485,-1.06,17.358643756727396,8.548905462607099,5.209867318139169,"inactive"
"CHEMBL314795",3.7124200000000025,93.69100000000006,137.98362300306704,15.71,308.42500000000007,308.18886338799996,3,0,2,0,3,0,3,23,47,2,2,4,2,1,2,0,1,2,2,0,0,0.4,14.120148247730057,8.402631082963333,7.020155560439807,4.958247811331788,4.049641799482158,8.402631082963333,7.020155560439807,4.958247811331788,4.049641799482158,-1.8399999999999994,14.733395903688434,5.660107682668962,2.540160419013828,"inactive"
"CHEMBL314885",3.5431000000000026,88.91200000000005,135.78421629159666,15.71,312.38800000000003,312.163791512,3,0,2,0,3,0,4,23,44,2,2,4,2,1,2,0,1,2,2,0,0,0.3684210526315789,13.498112720739284,8.08563025532424,6.715581559684446,4.67751362627725,3.7324256614100113,8.08563025532424,6.715581559684446,4.67751362627725,3.7324256614100113,-1.9099999999999997,14.667728185142165,5.621057519834537,2.620324075079709,"inactive"
"CHEMBL315834",3.5431000000000026,88.91200000000005,135.78421629159666,15.71,312.388,312.163791512,3,0,2,0,3,0,4,23,44,2,2,4,2,1,2,0,1,2,2,0,0,0.3684210526315789,13.498112720739284,8.091613319467946,6.680062138649263,4.713528091152357,3.7544141322961755,8.091613319467946,6.680062138649263,4.713528091152357,3.7544141322961755,-1.9099999999999993,14.667728185142165,5.621057519834537,2.51875116931228,"active"
"CHEMBL316068",4.012400000000003,105.91600000000007,159.87674760421828,15.71,366.53000000000014,366.176584452,3,0,2,0,4,0,4,26,52,3,1,5,2,2,3,0,2,3,2,0,0,0.45454545454545453,16.12091400106054,10.514630830060568,8.886262421760852,7.2263969586074355,5.756900939533556,9.698134249132842,7.802485465274027,6.043000505213049,4.58744614439498,-1.33,16.815519130954957,7.005744544324144,3.092695527810969,"active"
"CHEMBL316705",7.086700000000008,220.47649999999936,339.14721204132303,121.66000000000001,788.9420000000001,788.3785146240001,12,0,16,0,11,1,12,58,110,1,1,7,5,2,2,1,2,2,4,0,0,0.391304347826087,33.77772638698331,19.955978609740452,15.032762245044266,11.754732984033616,8.547953875474319,19.955978609740452,15.032762245044266,11.754732984033616,8.547953875474319,-5.879999999999999,40.321333453959326,18.147401246639713,8.381024911374563,"inactive"
"CHEMBL317900",4.659100000000005,114.72500000000007,174.90791482110347,42.010000000000005,447.3730000000001,446.1205048240001,5,0,7,0,4,1,6,28,55,0,0,3,2,1,1,0,1,1,2,0,0,0.4090909090909091,17.858789477524823,10.576290030059939,7.676570218562695,5.346246589101461,3.497273174304665,9.783291760502586,6.760894689771005,4.817581076063225,3.232940417785547,-2.049999999999999,20.678300280657062,10.4822062326847,5.9744766215821015,"inactive"
"CHEMBL318659",3.4520000000000026,104.59900000000007,156.11857969324967,15.71,348.4900000000001,348.22016351599996,3,0,2,0,3,0,3,26,54,3,1,5,2,2,3,0,2,2,2,0,1,0.4782608695652174,15.603275910855501,9.996992739855527,8.199175363384386,6.476153669903804,5.015496307993225,9.996992739855527,8.199175363384386,6.476153669903804,5.015496307993225,-1.6799999999999997,16.49051294327939,6.804501292769394,2.9828647394536745,"inactive"
"CHEMBL319535",7.437400000000009,204.6964999999994,315.1884195028693,86.13000000000001,730.8810000000002,730.3530488240001,9,0,12,0,8,1,10,54,101,1,1,8,5,2,3,1,2,3,4,0,0,0.38636363636363635,31.008296257790587,19.12736722555581,15.271352881543308,11.310862931986023,8.35260841961549,19.12736722555581,15.271352881543308,11.310862931986023,8.35260841961549,-5.219999999999999,35.79126653768756,15.25863681965915,7.573208877036203,"inactive"
"CHEMBL320002",6.747100000000008,204.20799999999937,319.05056784748643,104.59,748.8520000000001,748.3272280000001,11,0,12,0,10,1,12,55,100,1,1,8,5,2,3,1,2,3,4,0,0,0.37209302325581395,31.38563524996289,18.74618414078328,14.605994469706337,11.53146628802757,8.412866496515333,18.74618414078328,14.605994469706337,11.53146628802757,8.412866496515333,-5.619999999999999,36.36073642833855,15.253760903184004,7.0637136645824645,"inactive"
"CHEMBL322678",1.8344999999999996,111.98300000000008,176.8404593555951,93.53,432.5460000000002,432.18312637599996,8,1,10,1,7,0,9,30,58,1,0,4,2,2,2,1,1,1,1,1,1,0.5238095238095238,17.975035222756304,11.88615442767801,9.81063948618275,6.930203741439099,4.957085968235415,10.402991180083616,8.149787204170108,5.525091166155095,3.7141714178648506,-2.2299999999999995,21.01927003571742,8.869579270696292,5.270853553637701,"inactive"
"CHEMBL323517",4.071000000000003,131.26469999999998,202.73917911303616,84.42,476.60200000000026,476.1882117560001,7,1,10,1,7,1,8,34,62,1,0,5,3,2,2,2,1,1,1,1,1,0.38461538461538464,19.79883773986132,12.697224166759847,9.762287295354705,7.118646934646793,4.978495938956093,11.817571355504953,8.904184443496687,6.227285680062586,4.187611263519454,-3.0999999999999996,22.680363051206474,10.44357417374467,5.685975164353542,"inactive"
"CHEMBL3238445",3.892520000000003,109.73000000000006,165.74414772622941,56.07,377.4920000000002,377.221560484,6,0,7,0,6,0,6,28,55,0,0,4,3,1,1,2,1,1,1,0,0,0.4090909090909091,16.419972670973046,10.091298487023685,7.246148200951466,5.175599694154208,3.70602779165472,10.091298487023685,7.246148200951466,5.175599694154208,3.70602779165472,-2.73,18.624866891334996,8.973164271791838,4.390461594021698,"inactive"
"CHEMBL328573",3.4040000000000026,88.95400000000005,131.61868088867044,15.71,294.398,294.17321332399996,3,0,2,0,3,0,3,22,44,2,0,4,2,1,2,0,1,2,2,0,0,0.3684210526315789,13.197498516919683,7.9859644162966665,6.57125961494413,4.624690825408999,3.7157125237095983,7.9859644162966665,6.57125961494413,4.624690825408999,3.7157125237095983,-1.8399999999999994,13.797627855781366,5.4149128224253955,2.3055654462975017,"active"
"CHEMBL328662",5.938600000000006,130.5565,200.10783984647688,29.540000000000003,455.57300000000026,455.22605742,3,0,4,0,3,0,4,34,64,3,1,6,3,2,3,0,2,2,3,0,1,0.36666666666666664,19.32902642477676,12.486968914626896,10.04131692729101,7.967364902418696,6.212634407591241,12.486968914626896,10.04131692729101,7.967364902418696,6.212634407591241,-2.819999999999999,21.695889320671377,9.086427057142425,4.099799539719552,"active"
"CHEMBL329268",3.766200000000003,89.21600000000007,132.2697508333857,12.47,293.41,293.177964356,2,0,2,0,2,0,2,22,45,3,0,4,2,1,2,0,1,1,2,0,1,0.4,13.327635190609351,8.179295271288133,6.857534576884511,4.987206258276283,4.104337902769411,8.179295271288133,6.857534576884511,4.987206258276283,4.104337902769411,-1.6399999999999997,13.984366672921752,5.527699127637112,2.3659171597633133,"active"
